
====================
Pre-training using samples
====================
GV pre-training enabled
Epoch   940 | Total:  478.4229 | Goal:   0.0000 | Unsafe:  98.4307 | Init:  23.1505 | Outside:  70.7039 | Gen: 286.1378 | Time: 197.4s
Epoch   950 | Total:  465.1783 | Goal:   0.0000 | Unsafe:  92.4531 | Init:  23.3954 | Outside:  68.5472 | Gen: 280.7826 | Time: 199.7s
Epoch   960 | Total:  452.5971 | Goal:   0.0000 | Unsafe:  84.7396 | Init:  21.3756 | Outside:  68.0312 | Gen: 278.4507 | Time: 202.1s
Epoch   970 | Total:  440.9930 | Goal:   0.0000 | Unsafe:  78.0031 | Init:  21.9558 | Outside:  65.9344 | Gen: 275.0997 | Time: 204.3s
Epoch   980 | Total:  430.0822 | Goal:   0.0000 | Unsafe:  73.4075 | Init:  21.2738 | Outside:  64.6418 | Gen: 270.7590 | Time: 206.6s
Epoch   990 | Total:  419.4327 | Goal:   0.0000 | Unsafe:  70.7299 | Init:  20.5958 | Outside:  63.4830 | Gen: 264.6240 | Time: 208.8s
Refining outside cells: 243 failing, refined 100 cells, 2473 total
Refining generator cells: 129 failing, refined 100 cells, 3106 total
Rebuilt V cache with 14766 cells
Rebuilt Phi cache with 3106 cells
Epoch  1000 | Total:  160.7171 | Goal:   0.0000 | Unsafe:  66.0362 | Init:  21.0845 | Outside:  40.0389 | Gen:  33.5574 | Time: 212.1s
=== Detailed Evaluation ===
Goal:      PASS, V bounds: [  0.419,   0.616] | 2197/2197 pass (100.0%)
Unsafe:    FAIL, V bounds: [  3.641,  55.619] | 5839/6000 pass (97.3%)
Init:      FAIL, V bounds: [  0.296,   1.220] | 3682/4096 pass (89.9%)
Outside:   FAIL, V bounds: [ -1.212,  55.720] | 2279/2473 pass (92.2%)
Generator: FAIL, GV bounds: [-2433.869,   1.134] | 3014/3106 pass (97.0%)
Saved visualization plots for epoch 1000 to 'training_progress'
Merging outside cells: merged 629 pairs, 1844 total
Merging generator cells: merged 152 pairs, 2954 total
Rebuilt V cache with 14137 cells
Rebuilt Phi cache with 2954 cells
Epoch  1010 | Total:  248.8926 | Goal:   0.0000 | Unsafe:  54.3102 | Init:  22.1014 | Outside:  58.4336 | Gen: 114.0475 | Time: 225.5s
Epoch  1020 | Total:  221.7370 | Goal:   0.0000 | Unsafe:  55.8126 | Init:  26.2321 | Outside:  55.1712 | Gen:  84.5211 | Time: 228.2s
Epoch  1030 | Total:  209.1901 | Goal:   0.0000 | Unsafe:  39.7543 | Init:  18.8897 | Outside:  59.1626 | Gen:  91.3836 | Time: 231.0s
Epoch  1040 | Total:  200.0086 | Goal:   0.0000 | Unsafe:  41.8818 | Init:  23.1373 | Outside:  54.5203 | Gen:  80.4692 | Time: 233.7s
Epoch  1050 | Total:  193.5813 | Goal:   0.0000 | Unsafe:  35.4717 | Init:  26.0038 | Outside:  51.6639 | Gen:  80.4420 | Time: 236.3s
Epoch  1060 | Total:  190.7903 | Goal:   0.0000 | Unsafe:  38.5335 | Init:  10.5682 | Outside:  62.7989 | Gen:  78.8897 | Time: 239.3s
Epoch  1070 | Total:  182.1930 | Goal:   0.0000 | Unsafe:  34.5578 | Init:  17.3972 | Outside:  54.4053 | Gen:  75.8327 | Time: 242.3s
Epoch  1080 | Total:  218.7924 | Goal:   0.0000 | Unsafe:  21.9017 | Init:  87.3943 | Outside:  34.5301 | Gen:  74.9663 | Time: 246.0s
Epoch  1090 | Total:  174.3465 | Goal:   0.0000 | Unsafe:  34.5344 | Init:  12.7720 | Outside:  56.2079 | Gen:  70.8322 | Time: 249.1s
Epoch  1100 | Total:  168.9371 | Goal:   0.0000 | Unsafe:  33.3803 | Init:  15.7090 | Outside:  52.7915 | Gen:  67.0563 | Time: 252.9s
Epoch  1110 | Total:  165.6702 | Goal:   0.0000 | Unsafe:  29.9778 | Init:  25.5420 | Outside:  46.2916 | Gen:  63.8588 | Time: 255.6s
Epoch  1120 | Total:  160.4068 | Goal:   0.0000 | Unsafe:  30.4309 | Init:  19.1266 | Outside:  49.1721 | Gen:  61.6773 | Time: 258.2s
Epoch  1130 | Total:  156.4803 | Goal:   0.0000 | Unsafe:  30.6216 | Init:  16.0512 | Outside:  50.8721 | Gen:  58.9354 | Time: 261.0s
Epoch  1140 | Total:  152.3791 | Goal:   0.0000 | Unsafe:  28.9537 | Init:  18.2578 | Outside:  48.8542 | Gen:  56.3134 | Time: 263.7s
Epoch  1150 | Total:  148.4166 | Goal:   0.0000 | Unsafe:  28.1583 | Init:  17.0706 | Outside:  49.2529 | Gen:  53.9347 | Time: 266.5s
Epoch  1160 | Total:  144.5787 | Goal:   0.0000 | Unsafe:  27.5586 | Init:  15.9400 | Outside:  49.6220 | Gen:  51.4580 | Time: 269.1s
Epoch  1170 | Total:  140.6579 | Goal:   0.0000 | Unsafe:  26.8834 | Init:  16.2377 | Outside:  49.0076 | Gen:  48.5292 | Time: 271.7s
Epoch  1180 | Total:  137.4383 | Goal:   0.0000 | Unsafe:  24.7259 | Init:  16.2926 | Outside:  48.2906 | Gen:  48.1292 | Time: 274.2s
Epoch  1190 | Total:  134.7691 | Goal:   0.0000 | Unsafe:  23.1898 | Init:  16.5936 | Outside:  47.2260 | Gen:  47.7596 | Time: 276.9s
Epoch  1200 | Total:  132.7201 | Goal:   0.0000 | Unsafe:  21.4281 | Init:  17.6975 | Outside:  45.7299 | Gen:  47.8646 | Time: 279.4s
Epoch  1210 | Total:  130.5524 | Goal:   0.0000 | Unsafe:  21.7504 | Init:  15.3648 | Outside:  46.5539 | Gen:  46.8833 | Time: 281.9s
Epoch  1220 | Total:  128.5897 | Goal:   0.0000 | Unsafe:  21.7831 | Init:  14.5348 | Outside:  46.4242 | Gen:  45.8476 | Time: 284.5s
Epoch  1230 | Total:  126.6757 | Goal:   0.0000 | Unsafe:  21.2731 | Init:  15.3284 | Outside:  45.0771 | Gen:  44.9971 | Time: 287.1s
Epoch  1240 | Total:  124.7587 | Goal:   0.0000 | Unsafe:  20.8371 | Init:  15.4180 | Outside:  44.3194 | Gen:  44.1842 | Time: 289.6s
Refining outside cells: 230 failing, refined 100 cells, 2544 total
Rebuilt V cache with 14837 cells
Epoch  1250 | Total:  106.3911 | Goal:   0.0000 | Unsafe:  20.5922 | Init:  15.4410 | Outside:  27.2042 | Gen:  43.1537 | Time: 292.6s
Epoch  1260 | Total:  106.5013 | Goal:   0.0000 | Unsafe:  23.4765 | Init:   6.5497 | Outside:  34.1254 | Gen:  42.3497 | Time: 295.2s
Epoch  1270 | Total:  103.5564 | Goal:   0.0000 | Unsafe:  21.5749 | Init:   7.8534 | Outside:  32.5455 | Gen:  41.5827 | Time: 297.9s
Epoch  1280 | Total:  103.5251 | Goal:   0.0000 | Unsafe:  16.8257 | Init:  20.7839 | Outside:  25.0211 | Gen:  40.8944 | Time: 300.4s
Epoch  1290 | Total:  101.0080 | Goal:   0.0000 | Unsafe:  20.7718 | Init:   6.9095 | Outside:  33.7196 | Gen:  39.6071 | Time: 303.0s
Epoch  1300 | Total:   98.6003 | Goal:   0.0000 | Unsafe:  19.4433 | Init:   8.3383 | Outside:  31.9507 | Gen:  38.8680 | Time: 305.5s
Epoch  1310 | Total:  100.4320 | Goal:   0.0000 | Unsafe:  14.8861 | Init:  23.0017 | Outside:  24.0731 | Gen:  38.4711 | Time: 308.0s
Epoch  1320 | Total:   98.0577 | Goal:   0.0000 | Unsafe:  19.8581 | Init:   5.4910 | Outside:  35.2187 | Gen:  37.4898 | Time: 310.6s
Epoch  1330 | Total:   95.0403 | Goal:   0.0000 | Unsafe:  18.6226 | Init:   7.1489 | Outside:  32.5524 | Gen:  36.7164 | Time: 313.1s
Epoch  1340 | Total:  404.7151 | Goal:   0.0000 | Unsafe:   3.5306 | Init: 354.6867 | Outside:   8.4328 | Gen:  38.0650 | Time: 315.7s
Epoch  1350 | Total:  172.5653 | Goal:   0.0000 | Unsafe:  36.9360 | Init:   0.0000 | Outside:  96.2619 | Gen:  39.3674 | Time: 318.2s
Epoch  1360 | Total:   97.9506 | Goal:   0.0000 | Unsafe:  14.2919 | Init:  26.4352 | Outside:  19.9848 | Gen:  37.2387 | Time: 320.8s
Epoch  1370 | Total:   96.7149 | Goal:   0.0000 | Unsafe:  14.9132 | Init:  27.3432 | Outside:  19.5334 | Gen:  34.9250 | Time: 323.4s
Epoch  1380 | Total:   87.6337 | Goal:   0.0000 | Unsafe:  19.1145 | Init:   8.3942 | Outside:  26.3350 | Gen:  33.7901 | Time: 325.9s
Epoch  1390 | Total:   87.1580 | Goal:   0.0000 | Unsafe:  18.8383 | Init:   6.2145 | Outside:  28.6287 | Gen:  33.4765 | Time: 328.4s
Epoch  1400 | Total:   85.2669 | Goal:   0.0000 | Unsafe:  17.5445 | Init:   7.2345 | Outside:  27.7433 | Gen:  32.7447 | Time: 330.9s
Epoch  1410 | Total:   83.7992 | Goal:   0.0000 | Unsafe:  16.7742 | Init:   8.1280 | Outside:  27.0474 | Gen:  31.8496 | Time: 333.4s
Epoch  1420 | Total:   82.4807 | Goal:   0.0000 | Unsafe:  15.8936 | Init:   8.6921 | Outside:  26.6049 | Gen:  31.2901 | Time: 336.0s
Epoch  1430 | Total:   81.2999 | Goal:   0.0000 | Unsafe:  15.2846 | Init:   9.3407 | Outside:  26.0589 | Gen:  30.6157 | Time: 338.4s
Epoch  1440 | Total:   80.2849 | Goal:   0.0000 | Unsafe:  14.6777 | Init:  10.5477 | Outside:  25.1334 | Gen:  29.9261 | Time: 341.0s
Epoch  1450 | Total:   79.1938 | Goal:   0.0000 | Unsafe:  14.8607 | Init:   9.1958 | Outside:  25.9136 | Gen:  29.2237 | Time: 343.5s
Epoch  1460 | Total:   78.3264 | Goal:   0.0000 | Unsafe:  14.3538 | Init:   9.1386 | Outside:  25.8410 | Gen:  28.9931 | Time: 346.1s
Epoch  1470 | Total:   77.4075 | Goal:   0.0000 | Unsafe:  13.6000 | Init:   9.4036 | Outside:  25.4869 | Gen:  28.9170 | Time: 348.8s
Epoch  1480 | Total:   76.6350 | Goal:   0.0000 | Unsafe:  13.4475 | Init:   8.8673 | Outside:  25.7109 | Gen:  28.6093 | Time: 351.5s
Epoch  1490 | Total:   75.8171 | Goal:   0.0000 | Unsafe:  12.9230 | Init:   9.5008 | Outside:  25.1375 | Gen:  28.2558 | Time: 354.0s
Refining outside cells: 148 failing, refined 100 cells, 3244 total
Refining generator cells: 69 failing, refined 69 cells, 3437 total
Rebuilt V cache with 15537 cells
Rebuilt Phi cache with 3437 cells
Epoch  1500 | Total:   35.3830 | Goal:   0.0000 | Unsafe:  12.3236 | Init:   9.7966 | Outside:  12.1840 | Gen:   1.0788 | Time: 359.0s
Merging outside cells: merged 630 pairs, 2614 total
Merging generator cells: merged 38 pairs, 3399 total
Rebuilt V cache with 14907 cells
Rebuilt Phi cache with 3399 cells
Epoch  1510 | Total:  111.2134 | Goal:   0.0000 | Unsafe:  31.5046 | Init:  15.2290 | Outside:  19.1775 | Gen:  45.3022 | Time: 363.4s
Epoch  1520 | Total:   96.8155 | Goal:   0.0000 | Unsafe:  45.4355 | Init:  15.1932 | Outside:  20.6477 | Gen:  15.5390 | Time: 366.6s
Epoch  1530 | Total:   86.8251 | Goal:   0.0000 | Unsafe:  31.6032 | Init:  11.8660 | Outside:  24.6693 | Gen:  18.6867 | Time: 369.6s
Epoch  1540 | Total:   81.9228 | Goal:   0.0000 | Unsafe:  20.4485 | Init:  14.0563 | Outside:  23.6529 | Gen:  23.7651 | Time: 373.1s
Epoch  1550 | Total:   76.9143 | Goal:   0.0000 | Unsafe:  21.7207 | Init:  13.3988 | Outside:  23.9253 | Gen:  17.8694 | Time: 376.7s
Epoch  1560 | Total:   73.3911 | Goal:   0.0000 | Unsafe:  19.1238 | Init:  12.2940 | Outside:  24.5894 | Gen:  17.3838 | Time: 379.9s
Epoch  1570 | Total:   70.6167 | Goal:   0.0000 | Unsafe:  17.4700 | Init:  13.7789 | Outside:  22.9975 | Gen:  16.3704 | Time: 382.9s
Epoch  1580 | Total:   68.1152 | Goal:   0.0000 | Unsafe:  18.6935 | Init:  12.0955 | Outside:  23.5655 | Gen:  13.7608 | Time: 386.1s
Epoch  1590 | Total:   65.8205 | Goal:   0.0000 | Unsafe:  19.0357 | Init:  10.9836 | Outside:  23.9762 | Gen:  11.8251 | Time: 389.6s
Epoch  1600 | Total:   63.6914 | Goal:   0.0000 | Unsafe:  18.3212 | Init:  12.4747 | Outside:  22.8725 | Gen:  10.0231 | Time: 392.7s
Epoch  1610 | Total:   61.6356 | Goal:   0.0000 | Unsafe:  18.4079 | Init:  11.7583 | Outside:  23.2990 | Gen:   8.1704 | Time: 395.8s
Epoch  1620 | Total:   59.6548 | Goal:   0.0000 | Unsafe:  18.6913 | Init:  11.5787 | Outside:  23.4396 | Gen:   5.9452 | Time: 398.6s
Epoch  1630 | Total:   57.9218 | Goal:   0.0000 | Unsafe:  17.6757 | Init:  12.0357 | Outside:  23.2291 | Gen:   4.9812 | Time: 401.6s
Epoch  1640 | Total:   56.3489 | Goal:   0.0000 | Unsafe:  16.9464 | Init:  10.8621 | Outside:  24.2578 | Gen:   4.2826 | Time: 404.7s
Epoch  1650 | Total:   54.8619 | Goal:   0.0000 | Unsafe:  15.7643 | Init:  10.7413 | Outside:  24.3926 | Gen:   3.9638 | Time: 407.6s
Epoch  1660 | Total:   53.4951 | Goal:   0.0000 | Unsafe:  14.8455 | Init:  11.5896 | Outside:  23.5537 | Gen:   3.5063 | Time: 410.6s
Epoch  1670 | Total:   52.4032 | Goal:   0.0000 | Unsafe:  13.8505 | Init:  13.3870 | Outside:  22.1235 | Gen:   3.0421 | Time: 413.4s
Epoch  1680 | Total:   51.0539 | Goal:   0.0000 | Unsafe:  14.1218 | Init:  10.8310 | Outside:  23.4686 | Gen:   2.6325 | Time: 416.4s
Epoch  1690 | Total:   50.1092 | Goal:   0.0000 | Unsafe:  13.2147 | Init:  11.2288 | Outside:  22.7803 | Gen:   2.8854 | Time: 419.6s
Epoch  1700 | Total:   48.9705 | Goal:   0.0000 | Unsafe:  12.8515 | Init:  10.5906 | Outside:  22.8996 | Gen:   2.6289 | Time: 423.1s
Epoch  1710 | Total:   47.9463 | Goal:   0.0000 | Unsafe:  12.5163 | Init:  10.9681 | Outside:  22.3148 | Gen:   2.1471 | Time: 426.2s
Epoch  1720 | Total:   46.8618 | Goal:   0.0000 | Unsafe:  12.2626 | Init:  10.0677 | Outside:  22.6404 | Gen:   1.8911 | Time: 429.0s
Epoch  1730 | Total:   46.1502 | Goal:   0.0000 | Unsafe:  12.0742 | Init:   9.5827 | Outside:  22.7141 | Gen:   1.7791 | Time: 432.1s
Epoch  1740 | Total:   45.0316 | Goal:   0.0000 | Unsafe:  11.3603 | Init:   9.9923 | Outside:  22.0307 | Gen:   1.6483 | Time: 435.1s
Refining outside cells: 174 failing, refined 100 cells, 3314 total
Rebuilt V cache with 15607 cells
Epoch  1750 | Total:   34.7918 | Goal:   0.0000 | Unsafe:  10.4601 | Init:  11.2142 | Outside:  11.3073 | Gen:   1.8102 | Time: 438.4s
Epoch  1760 | Total:   33.1237 | Goal:   0.0000 | Unsafe:  11.5243 | Init:   6.4698 | Outside:  13.7260 | Gen:   1.4036 | Time: 441.4s
Epoch  1770 | Total:   32.8686 | Goal:   0.0000 | Unsafe:  11.0107 | Init:   5.8512 | Outside:  14.4308 | Gen:   1.5759 | Time: 444.3s
Epoch  1780 | Total:   31.6991 | Goal:   0.0000 | Unsafe:   9.2056 | Init:   7.7408 | Outside:  13.0998 | Gen:   1.6528 | Time: 447.2s
Epoch  1790 | Total:   31.3542 | Goal:   0.0000 | Unsafe:   8.8167 | Init:   7.9843 | Outside:  13.0787 | Gen:   1.4745 | Time: 450.2s
Epoch  1800 | Total:   31.2225 | Goal:   0.0000 | Unsafe:   8.8071 | Init:   5.8110 | Outside:  15.0609 | Gen:   1.5436 | Time: 453.1s
Epoch  1810 | Total:   30.2093 | Goal:   0.0000 | Unsafe:   7.2282 | Init:   8.6060 | Outside:  12.7864 | Gen:   1.5887 | Time: 456.6s
Epoch  1820 | Total:   29.5868 | Goal:   0.0000 | Unsafe:   7.2494 | Init:   7.4480 | Outside:  13.5138 | Gen:   1.3757 | Time: 459.8s
Epoch  1830 | Total:   29.3619 | Goal:   0.0000 | Unsafe:   6.8946 | Init:   8.1232 | Outside:  12.9707 | Gen:   1.3734 | Time: 462.7s
Epoch  1840 | Total:   28.9424 | Goal:   0.0000 | Unsafe:   6.7672 | Init:   7.9032 | Outside:  12.9609 | Gen:   1.3110 | Time: 465.7s
Epoch  1850 | Total:   28.7658 | Goal:   0.0000 | Unsafe:   6.6645 | Init:   8.1343 | Outside:  12.6675 | Gen:   1.2995 | Time: 468.6s
Epoch  1860 | Total:   28.4791 | Goal:   0.0000 | Unsafe:   6.1995 | Init:   8.2241 | Outside:  12.4905 | Gen:   1.5651 | Time: 472.2s
Epoch  1870 | Total:   27.8418 | Goal:   0.0000 | Unsafe:   6.1654 | Init:   7.7438 | Outside:  12.6562 | Gen:   1.2764 | Time: 475.3s
Epoch  1880 | Total:   27.8502 | Goal:   0.0000 | Unsafe:   5.9522 | Init:   8.5361 | Outside:  12.1111 | Gen:   1.2508 | Time: 478.1s
Epoch  1890 | Total:   27.7067 | Goal:   0.0000 | Unsafe:   6.5925 | Init:   4.8891 | Outside:  14.8776 | Gen:   1.3475 | Time: 481.2s
Epoch  1900 | Total:   26.8346 | Goal:   0.0000 | Unsafe:   5.7654 | Init:   7.0451 | Outside:  12.7170 | Gen:   1.3071 | Time: 484.3s
Epoch  1910 | Total:   26.9844 | Goal:   0.0000 | Unsafe:   5.1735 | Init:   8.5340 | Outside:  11.8521 | Gen:   1.4249 | Time: 487.3s
Epoch  1920 | Total:   26.8064 | Goal:   0.0000 | Unsafe:   4.9401 | Init:   9.0832 | Outside:  11.4700 | Gen:   1.3131 | Time: 490.4s
Epoch  1930 | Total:   27.2280 | Goal:   0.0000 | Unsafe:   4.5934 | Init:  10.4997 | Outside:  10.8356 | Gen:   1.2993 | Time: 494.3s
Epoch  1940 | Total:   26.1100 | Goal:   0.0000 | Unsafe:   5.7868 | Init:   5.0119 | Outside:  13.9882 | Gen:   1.3231 | Time: 498.0s
Epoch  1950 | Total:   25.4018 | Goal:   0.0000 | Unsafe:   5.0618 | Init:   6.6156 | Outside:  12.4017 | Gen:   1.3227 | Time: 501.9s
Epoch  1960 | Total:   25.3105 | Goal:   0.0000 | Unsafe:   5.1498 | Init:   6.1465 | Outside:  12.5092 | Gen:   1.5050 | Time: 505.1s
Epoch  1970 | Total:   24.7891 | Goal:   0.0000 | Unsafe:   4.9779 | Init:   5.8066 | Outside:  12.7007 | Gen:   1.3039 | Time: 508.7s
Epoch  1980 | Total:   24.5779 | Goal:   0.0000 | Unsafe:   4.9165 | Init:   6.2049 | Outside:  12.2973 | Gen:   1.1592 | Time: 511.9s
Epoch  1990 | Total:   24.1987 | Goal:   0.0000 | Unsafe:   4.7931 | Init:   5.7856 | Outside:  12.4635 | Gen:   1.1565 | Time: 515.0s
Refining outside cells: 103 failing, refined 100 cells, 4014 total
Refining generator cells: 19 failing, refined 19 cells, 3532 total
Rebuilt V cache with 16307 cells
Rebuilt Phi cache with 3532 cells
Epoch  2000 | Total:   11.7406 | Goal:   0.0000 | Unsafe:   4.7983 | Init:   5.2364 | Outside:   1.7060 | Gen:   0.0000 | Time: 519.3s
=== Detailed Evaluation ===
Goal:      PASS, V bounds: [  0.362,   0.551] | 2197/2197 pass (100.0%)
Unsafe:    FAIL, V bounds: [  4.594,  71.163] | 5966/6000 pass (99.4%)
Init:      FAIL, V bounds: [  0.251,   1.153] | 3961/4096 pass (96.7%)
Outside:   FAIL, V bounds: [ -0.241,  72.665] | 3972/4014 pass (99.0%)
Generator: PASS, GV bounds: [-2633.976,  -0.004] | 3532/3532 pass (100.0%)
Saved visualization plots for epoch 2000 to 'training_progress'
Merging outside cells: merged 416 pairs, 3598 total
Merging generator cells: merged 5 pairs, 3527 total
Rebuilt V cache with 15891 cells
Rebuilt Phi cache with 3527 cells
Epoch  2010 | Total:   32.8415 | Goal:   0.0000 | Unsafe:   1.7198 | Init:  28.4051 | Outside:   2.6189 | Gen:   0.0977 | Time: 539.6s
Epoch  2020 | Total:   15.9643 | Goal:   0.0000 | Unsafe:   3.9037 | Init:   5.8263 | Outside:   6.1936 | Gen:   0.0408 | Time: 543.6s
Epoch  2030 | Total:   15.3837 | Goal:   0.0000 | Unsafe:   3.7392 | Init:   4.3340 | Outside:   6.8561 | Gen:   0.4544 | Time: 547.7s
Epoch  2040 | Total:   15.5894 | Goal:   0.0000 | Unsafe:   4.2959 | Init:   2.8831 | Outside:   8.3593 | Gen:   0.0512 | Time: 553.6s
Epoch  2050 | Total:   20.5992 | Goal:   0.0000 | Unsafe:   2.3967 | Init:  14.7061 | Outside:   3.4393 | Gen:   0.0572 | Time: 558.4s
Epoch  2060 | Total:   14.5843 | Goal:   0.0000 | Unsafe:   3.9363 | Init:   3.8156 | Outside:   6.7349 | Gen:   0.0975 | Time: 561.9s
Epoch  2070 | Total:   15.8090 | Goal:   0.0000 | Unsafe:   4.5683 | Init:   2.2159 | Outside:   8.9580 | Gen:   0.0668 | Time: 565.4s
Epoch  2080 | Total:   18.7748 | Goal:   0.0000 | Unsafe:   2.4221 | Init:  12.7236 | Outside:   3.5301 | Gen:   0.0991 | Time: 568.5s
Epoch  2090 | Total:   14.5055 | Goal:   0.0000 | Unsafe:   4.1376 | Init:   2.7919 | Outside:   7.4996 | Gen:   0.0765 | Time: 571.6s
Epoch  2100 | Total:   15.8513 | Goal:   0.0000 | Unsafe:   4.1572 | Init:   1.6790 | Outside:   9.6744 | Gen:   0.3407 | Time: 574.8s
Epoch  2110 | Total:   18.5810 | Goal:   0.0000 | Unsafe:   2.1774 | Init:  12.9742 | Outside:   3.3214 | Gen:   0.1080 | Time: 577.8s
Epoch  2120 | Total:   14.4722 | Goal:   0.0000 | Unsafe:   4.1197 | Init:   2.0419 | Outside:   8.2204 | Gen:   0.0901 | Time: 580.9s
Epoch  2130 | Total:   17.2493 | Goal:   0.0000 | Unsafe:   4.9171 | Init:   1.1350 | Outside:  11.0289 | Gen:   0.1684 | Time: 584.2s
Epoch  2140 | Total:   34.7070 | Goal:   0.0000 | Unsafe:   1.4361 | Init:  31.4617 | Outside:   1.7226 | Gen:   0.0866 | Time: 587.4s
Epoch  2150 | Total:   22.5895 | Goal:   0.0000 | Unsafe:   6.4708 | Init:   0.4520 | Outside:  15.5359 | Gen:   0.1309 | Time: 590.5s
Epoch  2160 | Total:   14.9564 | Goal:   0.0000 | Unsafe:   4.6626 | Init:   1.2972 | Outside:   8.5833 | Gen:   0.4132 | Time: 594.9s
Epoch  2170 | Total:   14.1354 | Goal:   0.0000 | Unsafe:   4.4505 | Init:   1.4794 | Outside:   8.0859 | Gen:   0.1195 | Time: 598.8s
Epoch  2180 | Total:   12.5083 | Goal:   0.0000 | Unsafe:   3.1424 | Init:   4.2687 | Outside:   4.9704 | Gen:   0.1268 | Time: 602.5s
Epoch  2190 | Total:   12.2678 | Goal:   0.0000 | Unsafe:   3.1984 | Init:   3.3429 | Outside:   5.6130 | Gen:   0.1135 | Time: 605.8s
Epoch  2200 | Total:   12.0922 | Goal:   0.0000 | Unsafe:   2.8804 | Init:   3.7596 | Outside:   5.2998 | Gen:   0.1524 | Time: 608.9s
Epoch  2210 | Total:   12.0243 | Goal:   0.0000 | Unsafe:   2.9607 | Init:   3.2258 | Outside:   5.7194 | Gen:   0.1184 | Time: 611.9s
Epoch  2220 | Total:   12.0513 | Goal:   0.0000 | Unsafe:   2.6117 | Init:   3.9440 | Outside:   5.1767 | Gen:   0.3189 | Time: 614.7s
Epoch  2230 | Total:   11.8857 | Goal:   0.0000 | Unsafe:   2.8777 | Init:   2.9570 | Outside:   5.8591 | Gen:   0.1920 | Time: 617.6s
Epoch  2240 | Total:   11.9160 | Goal:   0.0000 | Unsafe:   2.5807 | Init:   3.4543 | Outside:   5.4631 | Gen:   0.4179 | Time: 620.6s
Refining outside cells: 70 failing, refined 70 cells, 4088 total
Rebuilt V cache with 16381 cells
Epoch  2250 | Total:    6.2848 | Goal:   0.0000 | Unsafe:   2.6205 | Init:   3.5041 | Outside:   0.0093 | Gen:   0.1508 | Time: 623.9s
Epoch  2260 | Total:    7.1355 | Goal:   0.0000 | Unsafe:   3.7503 | Init:   0.7924 | Outside:   2.4725 | Gen:   0.1203 | Time: 626.7s
Epoch  2270 | Total:   17.7776 | Goal:   0.0000 | Unsafe:   1.2453 | Init:  16.4204 | Outside:   0.0000 | Gen:   0.1119 | Time: 629.5s
Epoch  2280 | Total:    6.3343 | Goal:   0.0000 | Unsafe:   3.1763 | Init:   0.9463 | Outside:   1.7604 | Gen:   0.4514 | Time: 632.5s
Epoch  2290 | Total:    6.4121 | Goal:   0.0000 | Unsafe:   3.4760 | Init:   0.8200 | Outside:   1.8893 | Gen:   0.2268 | Time: 635.6s
Epoch  2300 | Total:    6.5780 | Goal:   0.0000 | Unsafe:   2.0393 | Init:   4.4195 | Outside:   0.0000 | Gen:   0.1192 | Time: 638.4s
Epoch  2310 | Total:    5.2271 | Goal:   0.0000 | Unsafe:   2.3011 | Init:   2.7777 | Outside:   0.0325 | Gen:   0.1158 | Time: 641.3s
Epoch  2320 | Total:    4.6551 | Goal:   0.0000 | Unsafe:   2.4790 | Init:   1.6944 | Outside:   0.3731 | Gen:   0.1086 | Time: 644.2s
Epoch  2330 | Total:    4.6352 | Goal:   0.0000 | Unsafe:   1.9993 | Init:   2.0289 | Outside:   0.2414 | Gen:   0.3656 | Time: 647.1s
Epoch  2340 | Total:    4.4015 | Goal:   0.0000 | Unsafe:   1.9501 | Init:   1.9812 | Outside:   0.3188 | Gen:   0.1515 | Time: 650.0s
Epoch  2350 | Total:    4.2221 | Goal:   0.0000 | Unsafe:   1.5690 | Init:   2.3552 | Outside:   0.1813 | Gen:   0.1166 | Time: 652.9s
Epoch  2360 | Total:    4.3650 | Goal:   0.0000 | Unsafe:   1.7693 | Init:   1.7761 | Outside:   0.6639 | Gen:   0.1558 | Time: 655.8s
Epoch  2370 | Total:    4.0654 | Goal:   0.0000 | Unsafe:   1.4303 | Init:   2.1724 | Outside:   0.3280 | Gen:   0.1347 | Time: 658.7s
Epoch  2380 | Total:    4.7938 | Goal:   0.0000 | Unsafe:   1.6933 | Init:   2.9655 | Outside:   0.0845 | Gen:   0.0505 | Time: 661.7s
Epoch  2390 | Total:    4.6985 | Goal:   0.0000 | Unsafe:   1.0702 | Init:   3.4133 | Outside:   0.0422 | Gen:   0.1728 | Time: 664.5s
Epoch  2400 | Total:    4.3816 | Goal:   0.0000 | Unsafe:   1.6191 | Init:   2.5110 | Outside:   0.2139 | Gen:   0.0375 | Time: 667.5s
Epoch  2410 | Total:    4.3459 | Goal:   0.0000 | Unsafe:   1.1449 | Init:   2.9314 | Outside:   0.0820 | Gen:   0.1876 | Time: 670.4s
Epoch  2420 | Total:    4.3879 | Goal:   0.0000 | Unsafe:   1.7418 | Init:   2.2762 | Outside:   0.3002 | Gen:   0.0697 | Time: 673.3s
Epoch  2430 | Total:    4.2748 | Goal:   0.0000 | Unsafe:   1.2568 | Init:   2.7394 | Outside:   0.1361 | Gen:   0.1426 | Time: 676.3s
Epoch  2440 | Total:    4.0485 | Goal:   0.0000 | Unsafe:   1.0755 | Init:   2.7759 | Outside:   0.1216 | Gen:   0.0755 | Time: 679.7s
Epoch  2450 | Total:    3.8415 | Goal:   0.0000 | Unsafe:   1.1545 | Init:   2.4340 | Outside:   0.1829 | Gen:   0.0701 | Time: 683.0s
